,principal component 1,principal component 2,quality
282,-1.710705323423381,0.09349006125430293,4.0
283,-2.356227552180838,2.1352088028866962,5.0
284,-2.1449061122530426,2.4421981387991205,5.0
285,-1.7510116610079756,1.7799726959753657,5.0
286,-2.4245826721237314,1.922803700218201,6.0
287,-2.6061061193767796,2.637867779056358,7.0
288,-2.6059093218292375,2.6378673741954692,7.0
289,-2.6057125242816968,2.63786696933458,7.0
290,-2.605515726734155,2.6378665644736903,7.0
291,-2.2014466877051038,-1.0974567618521018,6.0
292,-2.8670513990911344,3.28589811927222,5.0
293,-0.9309973631135265,0.3405527629189463,7.0
294,-0.4364603651178752,1.7468174618859253,3.0
295,-1.2814420095537316,-0.7514853169842011,6.0
296,-1.5188639212853337,2.507165243968776,5.0
297,-2.725593447462767,-0.09519875797710857,7.0
298,-2.4417470461509247,1.769150186936786,6.0
299,-1.720963285104472,-0.8054579974255589,6.0
300,-0.14286630057284866,-1.6476117176763325,6.0
301,-0.6712217515168795,-1.1349651139345884,6.0
302,-0.14247270547776517,-1.6476125273981106,6.0
303,-1.5819320165541615,-1.4892064430772058,6.0
304,-1.543605444520239,-0.07969980034755245,6.0
305,-1.5434086469726964,-0.07970020520844201,6.0
306,-1.2153244204402012,0.9530048835808724,5.0
307,-1.2977265566742113,0.9859008854046851,6.0
308,-1.5576672227655641,-1.0096926754670774,7.0
309,-1.7938095372922611,-0.9492552689988822,6.0
310,-0.15542765817615173,-1.9661997068287613,7.0
311,-1.1832341675506912,-2.2054812291338584,8.0
312,-1.2379706088295162,0.5744023009043152,6.0
313,-1.7595778341413724,-0.4795084807462899,6.0
314,-1.7852052932953886,-0.4885361305705041,5.0
315,-1.2339657620187399,0.7013299169154485,6.0
316,-1.8639609926558027,-0.9868452364070214,6.0
317,-2.1557433543813667,-0.6833585614468354,5.0
318,-1.4721173090297353,-1.5888280617380677,7.0
319,-0.45297376832815867,-1.8487520911193673,6.0
320,-0.3634410571090011,-2.193024416820867,7.0
321,-2.1549561641912,-0.683360180890393,5.0
322,-1.8627802073705513,-0.9868476655723577,6.0
323,-2.236530455313854,-0.3010411800578838,6.0
324,-1.1092565209083987,-0.38162049150540095,5.0
325,-4.097739452615662,1.3274218795316228,5.0
326,-2.387343346208272,2.4485686526691643,6.0
327,-1.3401874888648198,-0.422445653732955,6.0
328,-2.607959823960782,1.9287964713076362,6.0
329,-1.1569351391243663,-0.9605296388966973,5.0
330,-0.9812527057732007,-1.9080809254463191,8.0
331,-1.929041075644412,-0.9420460218447297,5.0
332,-1.0632879497881922,-2.291255605294248,6.0
333,-1.6910247291334837,0.9977411792153728,5.0
334,-1.2271128220313583,-1.8115729873048125,5.0
335,-1.0626975571455668,-2.2912568198769163,6.0
336,-1.0155704303063497,-1.9531071144886316,6.0
337,-2.3791588871961786,1.379576986078938,6.0
338,-0.8710561375684861,-1.532855084893734,5.0
339,-1.0143022944778937,-0.6833311054503513,7.0
340,-1.427185572503757,1.5432680563210222,7.0
341,-0.7986780135189084,-0.627476260439329,6.0
342,-1.745719186510429,1.3104694640511225,6.0
343,-1.3992325345716945,-0.44220610112937436,5.0
344,-1.4819372324865985,-0.4430935197601657,6.0
345,-1.729674658278824,-0.5151705928913092,6.0
346,-0.4217122093028624,-2.5307605837378424,7.0
347,-2.894089933913633,2.5742179673043513,6.0
348,-1.7569775007646327,1.7502116579856903,6.0
349,-2.184463090490472,1.71455563436263,5.0
350,-1.6241011936333982,-1.154937708355126,7.0
351,-1.9665028736191337,-0.8900269526755551,7.0
352,-1.1633712221422556,-0.6635795847801611,6.0
353,-1.9661092785240502,-0.8900277623973336,7.0
354,-2.1168505283442673,0.03144896823644483,6.0
355,-2.82763560155257,2.649636900068454,6.0
356,-2.82743880400503,2.649636495207564,6.0
357,-0.8781095403386961,-0.3812652393368384,6.0
358,-1.1508409088489215,-0.09528841196556057,6.0
359,-1.771191430175538,-0.5105603177466305,6.0
360,-2.2636283320163435,1.4555086086663,6.0
361,-0.4994473500153015,-0.7093504529593149,5.0
362,-1.7726116914099923,-0.7053857883975028,6.0
363,-2.826061221172238,2.6496336611813387,6.0
364,-1.013611149690656,-1.9798075022596298,7.0
365,-0.8468485616555833,-2.0465312426676148,7.0
366,-0.9213515445672302,-1.232892964306716,6.0
367,-1.4230887306167388,-0.5264631686078223,6.0
368,-1.388687966933627,-0.18979579045829847,6.0
369,-1.4298201719565387,-0.8640075097581654,5.0
370,-1.4224983379741136,-0.5264643831904906,6.0
371,-1.388097574291002,-0.18979700504096675,6.0
372,0.18137844273333836,-0.9265015654292759,5.0
373,-1.3820872414489371,-0.20927865872050633,6.0
374,-0.7790899053238695,-3.2252147875853683,7.0
375,-0.7788931077763275,-3.225215192446258,7.0
376,-0.694601846779569,-1.559283307965601,7.0
377,-1.1026374033698747,-0.7539465924393073,7.0
378,-1.1749471525626507,-0.6470512899734626,6.0
379,-0.6940114541369437,-1.5592845225482685,7.0
380,-1.10204701072725,-0.753947807021976,7.0
381,-2.070946568395002,2.0781572316216783,6.0
382,-1.1704836642627865,1.5437535083576044,6.0
383,-1.3801192659735197,-0.20928270732940063,6.0
384,-1.2099147271424056,-1.8472394915474513,7.0
385,-0.7769251323009103,-3.2252192410551515,7.0
386,-1.7396871968301149,-1.9368510500078182,7.0
387,-2.9737331796328945,0.639527251767792,5.0
388,-1.1865146994987121,0.39925660349224656,6.0
389,-2.404625372672228,2.2515753816915525,7.0
390,-2.404428575124686,2.251574976830663,7.0
391,-0.6233417678876872,-1.5902978433480706,5.0
392,-0.5389735253595036,0.04572957949644527,6.0
393,-0.8867315269882868,-1.7511123554687826,6.0
394,-2.383545157493733,2.2251822194459105,5.0
395,-2.5429465654829673,-0.5281563218318919,5.0
396,-1.2023116803264031,-1.1583011684705635,5.0
397,-1.1957379144781022,-1.8382819603257659,6.0
398,-2.4812050908744165,1.7449171019017486,5.0
399,-1.4557878659663026,-1.8577046560198058,6.0
400,-1.1951475218354768,-1.8382831749084343,6.0
401,-2.3821675746609405,2.225179385419685,5.0
402,-0.46397075831947704,-1.0163151022555974,5.0
403,-3.016872765771345,3.123832203432294,5.0
404,-1.542545972271133,-1.3162332755160937,6.0
405,-2.5409785900075494,-0.5281603704407861,5.0
406,-1.5218731874475093,-2.416826284723312,7.0
407,-0.3511375588377322,-0.7804455977816229,5.0
408,-1.3847181503706942,-1.2310873247980316,6.0
409,-1.1997533122083603,-1.1583064316621257,5.0
410,-2.5745646589487126,2.6996026160674704,6.0
411,-1.0779226214375137,1.6834102130022341,6.0
412,-1.1681134042147636,-1.0499326623703722,5.0
413,-1.1679166066672213,-1.0499330672312612,5.0
414,-2.5737774687585464,2.699600996623912,6.0
415,-1.0771354312473471,1.683408593558677,6.0
416,-1.2867257987732896,-1.0795621722272188,6.0
417,-2.365287086567104,1.6827156320649999,5.0
418,-1.2863322036782059,-1.0795629819489974,6.0
419,-0.8544214614477814,-0.9690708385295266,6.0
420,-1.8962797024622038,-1.8788737840442065,7.0
421,-1.946980497559885,1.0158432344600983,6.0
422,-1.9350397027459088,1.003970933354695,6.0
423,-1.9348429051983662,1.003970528493805,6.0
424,-1.6852626074252512,0.8324749703542729,7.0
425,-1.9461933073697175,1.0158416150165404,6.0
426,-1.934252512555741,1.0039693139111368,6.0
427,-2.568849780377985,2.2434910466238867,5.0
428,-0.8766510649096071,-0.4642554290257194,5.0
429,-2.438282801093945,2.5056651946405184,5.0
430,-2.5682593877353606,2.24348983204122,5.0
431,-0.6187827453052123,-1.5417345349059393,5.0
432,-2.5457272664207924,0.2685071532870924,7.0
433,0.15551338624246552,-0.056544832976902264,4.0
434,-1.3783265033754981,-1.5607862872173022,8.0
435,-1.1821873994389203,-1.810653676495911,7.0
436,-1.6660734608288155,-0.6488265340642432,5.0
437,-1.7795478299377103,-1.631616850672891,8.0
438,-2.544546481135542,0.26850472412175636,7.0
439,-0.432693054053889,-1.1392694185893082,5.0
440,-0.9211705094470827,-1.7721250548842484,7.0
441,-0.907252242984207,-0.9780002239021578,6.0
442,-1.3395643853362904,-2.244722903771932,8.0
443,-2.149974404168191,2.2318072208090203,6.0
444,-2.585930229361591,1.3709329660088645,6.0
445,-0.984103053444539,-1.1306070716558396,3.0
446,-1.2678310313219419,-2.3837405343882647,5.0
447,-0.7018029388867439,0.8414789778548001,6.0
448,-0.7016061413392022,0.8414785729939106,6.0
449,-0.8629780481651923,-1.4162119937135367,7.0
450,-0.6005318421017064,1.786917054821806,5.0
451,-1.5785260068299927,-1.3010132639502814,5.0
452,-0.7949876523101718,-1.6794911226347053,7.0
453,-0.963816505319908,-1.5549879148809451,7.0
454,-0.8619940604274832,-1.416214018017984,7.0
455,-0.717466674497595,0.8203896254964266,6.0
456,-0.9077320258814755,-2.930251895584114,7.0
457,-1.2492865212300226,1.3232543882043168,5.0
458,-1.2553879115932827,-0.5322563018046789,6.0
459,-2.6302729520676533,2.2486197830416614,5.0
460,-1.2486961285873979,1.3232531736216484,5.0
461,-2.101182381801405,1.8500916992357226,5.0
462,-2.1670957415997965,1.0053478076053608,5.0
463,-0.6588815743084645,-1.1648767654470256,6.0
464,-2.3371226821508633,2.702084825925209,5.0
465,-1.918501470019984,2.182981575241817,5.0
466,-2.1955389230887743,1.2466960648200731,6.0
467,-0.6580943841182977,-1.1648783848905835,6.0
468,-2.3363354919606962,2.7020832064816505,5.0
469,-2.7346572674826204,2.833002935311731,5.0
470,-1.1578077351083662,2.7543783338793135,6.0
471,-1.3608779108039537,-0.15387861908176104,5.0
472,-0.9837693883790214,-2.4834798733326946,6.0
473,-1.6278942410408719,-0.708843080427262,7.0
474,-1.8815274088119174,-1.1959631945296878,6.0
475,-2.8062947903508904,2.3050606206084976,5.0
476,-1.6100344176714485,-1.5810311053152604,7.0
477,-1.1719065839301739,-1.033110779639409,6.0
478,-0.46871675946487557,-0.06550215548163,6.0
479,-2.111415875698225,-0.7494566551160409,6.0
480,-1.0978800150572539,1.3987181435207419,5.0
481,-1.135503936326296,-1.2113138556166099,6.0
482,-1.9522858266980927,0.9246469632046443,5.0
483,-1.0972896224146287,1.3987169289380736,5.0
484,0.12394387269609122,3.648279178223263,5.0
485,-1.3497461698939366,-1.213503162995061,6.0
486,-1.6019889555762012,-1.2165027828946469,6.0
487,-1.0937477436696479,-1.3358108036944716,6.0
488,-1.295713442619106,-0.5381885569889749,6.0
489,-2.0081471292003505,1.746686505838398,6.0
490,-0.5430372680032178,-2.0181581523540584,6.0
491,-0.7151296993718219,-2.4691242463942134,7.0
492,-1.943555628580322,1.228732671075957,6.0
493,-1.5207816054199526,-1.575838952077876,6.0
494,-1.036211734626427,-1.1195355258252007,6.0
495,-1.3805623515099135,-2.026646279878129,6.0
496,-2.625178201248005,2.8270643053260742,4.0
497,-1.5351604106975327,-1.8742635369426668,6.0
498,-0.9518925115103989,-1.0987530075975562,5.0
499,-2.62458780860538,2.8270630907434056,4.0
500,-2.788381930517157,2.758528524514394,6.0
501,-2.7021104087054235,2.16321222670756,6.0
502,-1.2461495797041067,-0.7473674386477109,6.0
503,-1.230953834099974,-0.7275780682157453,5.0
504,-1.8988950444675188,2.1657268840756823,6.0
505,-1.8986982469199785,2.165726479214793,6.0
506,-0.1658420291170608,0.24110262992683834,5.0
507,-1.2842586261473456,-1.3253070164392473,7.0
508,-1.1460696530866892,-1.7057558254202376,6.0
509,-1.2838650310522621,-1.3253078261610258,7.0
510,-1.8455552385068978,-0.9418452764206646,6.0
511,-1.0416089390458876,-1.5145325234308138,6.0
512,-1.3546867770932327,-0.6540099591128944,6.0
513,-0.7313644828911742,-1.7510361087195467,6.0
514,-1.3281977794443272,0.8245373641688712,7.0
515,-1.2884182273223053,-1.2851267417908856,6.0
516,-2.0342349868149054,0.03471560183982742,5.0
517,-1.9349228241077328,-0.1138929158782774,6.0
518,-0.5733458677263475,-1.8558329897633312,6.0
519,-0.6465407375901533,-1.0623484514394834,5.0
520,-0.6595190122780521,-0.42510400606695437,5.0
521,-0.6593222147305104,-0.4251044109278436,5.0
522,-1.3242804256522294,-1.4161592002027683,6.0
523,-1.3061130723968373,-1.7140567841203271,6.0
524,-0.5579668726127749,-2.4731317326111197,5.0
525,-1.1077468936011172,0.0899778960920443,6.0
526,-0.26558070424667407,-1.7178604202757646,4.0
527,-1.168298276997113,-2.5698427590613933,6.0
528,-0.848189044352854,-3.178704364234446,6.0
529,-1.333146313406822,-1.951835424240301,6.0
530,-0.883380361090168,-0.6307342257642352,6.0
531,-1.692506412417046,1.339738077282344,5.0
532,-2.2758368588198548,2.588808331760134,6.0
533,-2.275640061272314,2.588807926899245,6.0
534,-2.275443263724771,2.5888075220383553,6.0
535,-2.1907235073860742,2.8333668672113546,5.0
536,-2.190526709838532,2.8333664623504666,5.0
537,-2.274852871082147,2.5888063074556875,6.0
538,-0.5330902487981719,-1.596879176858909,5.0
539,-1.3099219087172098,0.9074505015665675,6.0
540,-0.8697766817162409,-0.055178628738504744,4.0
541,-2.5834539143734703,2.7962018170728022,5.0
542,-0.7589523662153004,-1.086181428522072,6.0
543,-1.3517542277052148,1.0435634980280084,6.0
544,-1.9064343029995179,1.7874918370129826,6.0
545,-1.3424534584873817,-1.2864914048518468,6.0
546,-1.1803789874592352,0.528099568854773,6.0
547,-0.44138719603305315,-1.695229240559202,6.0
548,-1.1613254326616655,-1.4484805692668412,7.0
549,-2.5818795339931357,2.7961985781856877,5.0
550,-2.0871348330109516,2.1617246094029428,7.0
551,-1.1879556565803906,-0.8817794694486119,7.0
552,-1.4640301067195491,-1.4422868652650054,7.0
553,-2.0865444403683253,2.1617233948202745,7.0
554,-1.4636365116244647,-1.442287674986784,7.0
555,-1.1871684663902233,-0.8817810888921694,7.0
556,-1.3396021548740387,2.731131319727968,5.0
